[2024-12-04T15:01:55.814+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-12-04T15:01:55.837+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: instacart_etl_pipeline.etl_dim_aisle manual__2024-12-04T15:01:47.992694+00:00 [queued]>
[2024-12-04T15:01:55.851+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: instacart_etl_pipeline.etl_dim_aisle manual__2024-12-04T15:01:47.992694+00:00 [queued]>
[2024-12-04T15:01:55.853+0000] {taskinstance.py:2866} INFO - Starting attempt 1 of 1
[2024-12-04T15:01:55.878+0000] {taskinstance.py:2889} INFO - Executing <Task(PythonOperator): etl_dim_aisle> on 2024-12-04 15:01:47.992694+00:00
[2024-12-04T15:01:55.911+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=11055) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2024-12-04T15:01:55.913+0000] {standard_task_runner.py:72} INFO - Started process 11060 to run task
[2024-12-04T15:01:55.911+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'instacart_etl_pipeline', 'etl_dim_aisle', 'manual__2024-12-04T15:01:47.992694+00:00', '--job-id', '208', '--raw', '--subdir', 'DAGS_FOLDER/instacart_etl_dag.py', '--cfg-path', '/tmp/tmp2mn2c6e5']
[2024-12-04T15:01:55.915+0000] {standard_task_runner.py:105} INFO - Job 208: Subtask etl_dim_aisle
[2024-12-04T15:01:56.016+0000] {task_command.py:467} INFO - Running <TaskInstance: instacart_etl_pipeline.etl_dim_aisle manual__2024-12-04T15:01:47.992694+00:00 [running]> on host e64be71b3b6d
[2024-12-04T15:01:56.158+0000] {taskinstance.py:3132} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='instacart_etl_pipeline' AIRFLOW_CTX_TASK_ID='etl_dim_aisle' AIRFLOW_CTX_EXECUTION_DATE='2024-12-04T15:01:47.992694+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-12-04T15:01:47.992694+00:00'
[2024-12-04T15:01:56.161+0000] {taskinstance.py:731} INFO - ::endgroup::
[2024-12-04T15:01:56.224+0000] {base.py:84} INFO - Retrieving connection 'mssql_default'
[2024-12-04T15:01:56.482+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [1, 'prepared soups salads', datetime.datetime(2024, 12, 4, 15, 1, 56, 482751), None, 1]
[2024-12-04T15:01:56.611+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [12, 'fresh pasta', datetime.datetime(2024, 12, 4, 15, 1, 56, 611836), None, 1]
[2024-12-04T15:01:56.619+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [13, 'prepared meals', datetime.datetime(2024, 12, 4, 15, 1, 56, 619666), None, 1]
[2024-12-04T15:01:56.623+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [14, 'tofu meat alternatives', datetime.datetime(2024, 12, 4, 15, 1, 56, 623862), None, 1]
[2024-12-04T15:01:56.627+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [15, 'packaged seafood', datetime.datetime(2024, 12, 4, 15, 1, 56, 627855), None, 1]
[2024-12-04T15:01:56.631+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [16, 'fresh herbs', datetime.datetime(2024, 12, 4, 15, 1, 56, 631818), None, 1]
[2024-12-04T15:01:56.634+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [17, 'baking ingredients', datetime.datetime(2024, 12, 4, 15, 1, 56, 634905), None, 1]
[2024-12-04T15:01:56.640+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [18, 'bulk dried fruits vegetables', datetime.datetime(2024, 12, 4, 15, 1, 56, 640437), None, 1]
[2024-12-04T15:01:56.649+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [19, 'oils vinegars', datetime.datetime(2024, 12, 4, 15, 1, 56, 649161), None, 1]
[2024-12-04T15:01:56.655+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [20, 'oral hygiene', datetime.datetime(2024, 12, 4, 15, 1, 56, 655477), None, 1]
[2024-12-04T15:01:56.661+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [21, 'packaged cheese', datetime.datetime(2024, 12, 4, 15, 1, 56, 661305), None, 1]
[2024-12-04T15:01:56.666+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [22, 'hair care', datetime.datetime(2024, 12, 4, 15, 1, 56, 666007), None, 1]
[2024-12-04T15:01:56.670+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [23, 'popcorn jerky', datetime.datetime(2024, 12, 4, 15, 1, 56, 670433), None, 1]
[2024-12-04T15:01:56.677+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [24, 'fresh fruits', datetime.datetime(2024, 12, 4, 15, 1, 56, 677166), None, 1]
[2024-12-04T15:01:56.681+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [25, 'soap', datetime.datetime(2024, 12, 4, 15, 1, 56, 681548), None, 1]
[2024-12-04T15:01:56.686+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [26, 'coffee', datetime.datetime(2024, 12, 4, 15, 1, 56, 686276), None, 1]
[2024-12-04T15:01:56.694+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [27, 'beers coolers', datetime.datetime(2024, 12, 4, 15, 1, 56, 694180), None, 1]
[2024-12-04T15:01:56.703+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [28, 'red wines', datetime.datetime(2024, 12, 4, 15, 1, 56, 703433), None, 1]
[2024-12-04T15:01:56.714+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [29, 'honeys syrups nectars', datetime.datetime(2024, 12, 4, 15, 1, 56, 714050), None, 1]
[2024-12-04T15:01:56.719+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [30, 'latino foods', datetime.datetime(2024, 12, 4, 15, 1, 56, 719807), None, 1]
[2024-12-04T15:01:56.728+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [31, 'refrigerated', datetime.datetime(2024, 12, 4, 15, 1, 56, 728882), None, 1]
[2024-12-04T15:01:56.740+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [32, 'packaged produce', datetime.datetime(2024, 12, 4, 15, 1, 56, 740809), None, 1]
[2024-12-04T15:01:56.747+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [33, 'kosher foods', datetime.datetime(2024, 12, 4, 15, 1, 56, 747222), None, 1]
[2024-12-04T15:01:56.752+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [34, 'frozen meat seafood', datetime.datetime(2024, 12, 4, 15, 1, 56, 752425), None, 1]
[2024-12-04T15:01:56.763+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [35, 'poultry counter', datetime.datetime(2024, 12, 4, 15, 1, 56, 763281), None, 1]
[2024-12-04T15:01:56.776+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [36, 'butter', datetime.datetime(2024, 12, 4, 15, 1, 56, 775882), None, 1]
[2024-12-04T15:01:56.780+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [37, 'ice cream ice', datetime.datetime(2024, 12, 4, 15, 1, 56, 780108), None, 1]
[2024-12-04T15:01:56.784+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [38, 'frozen meals', datetime.datetime(2024, 12, 4, 15, 1, 56, 784218), None, 1]
[2024-12-04T15:01:56.794+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [39, 'seafood counter', datetime.datetime(2024, 12, 4, 15, 1, 56, 794192), None, 1]
[2024-12-04T15:01:56.811+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [40, 'dog food care', datetime.datetime(2024, 12, 4, 15, 1, 56, 810844), None, 1]
[2024-12-04T15:01:56.816+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [41, 'cat food care', datetime.datetime(2024, 12, 4, 15, 1, 56, 816599), None, 1]
[2024-12-04T15:01:56.825+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [42, 'frozen vegan vegetarian', datetime.datetime(2024, 12, 4, 15, 1, 56, 825612), None, 1]
[2024-12-04T15:01:56.833+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [43, 'buns rolls', datetime.datetime(2024, 12, 4, 15, 1, 56, 833716), None, 1]
[2024-12-04T15:01:56.846+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [44, 'eye ear care', datetime.datetime(2024, 12, 4, 15, 1, 56, 846629), None, 1]
[2024-12-04T15:01:56.852+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [45, 'candy chocolate', datetime.datetime(2024, 12, 4, 15, 1, 56, 851988), None, 1]
[2024-12-04T15:01:56.858+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [46, 'mint gum', datetime.datetime(2024, 12, 4, 15, 1, 56, 858395), None, 1]
[2024-12-04T15:01:56.863+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [47, 'vitamins supplements', datetime.datetime(2024, 12, 4, 15, 1, 56, 863338), None, 1]
[2024-12-04T15:01:56.872+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [48, 'breakfast bars pastries', datetime.datetime(2024, 12, 4, 15, 1, 56, 872393), None, 1]
[2024-12-04T15:01:56.883+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [49, 'packaged poultry', datetime.datetime(2024, 12, 4, 15, 1, 56, 883844), None, 1]
[2024-12-04T15:01:56.891+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [50, 'fruit vegetable snacks', datetime.datetime(2024, 12, 4, 15, 1, 56, 890948), None, 1]
[2024-12-04T15:01:56.899+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [51, 'preserved dips spreads', datetime.datetime(2024, 12, 4, 15, 1, 56, 899488), None, 1]
[2024-12-04T15:01:56.906+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [52, 'frozen breakfast', datetime.datetime(2024, 12, 4, 15, 1, 56, 906214), None, 1]
[2024-12-04T15:01:56.912+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [53, 'cream', datetime.datetime(2024, 12, 4, 15, 1, 56, 912827), None, 1]
[2024-12-04T15:01:56.925+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [54, 'paper goods', datetime.datetime(2024, 12, 4, 15, 1, 56, 925292), None, 1]
[2024-12-04T15:01:56.929+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [55, 'shave needs', datetime.datetime(2024, 12, 4, 15, 1, 56, 929826), None, 1]
[2024-12-04T15:01:56.934+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [56, 'diapers wipes', datetime.datetime(2024, 12, 4, 15, 1, 56, 933884), None, 1]
[2024-12-04T15:01:56.942+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [57, 'granola', datetime.datetime(2024, 12, 4, 15, 1, 56, 942077), None, 1]
[2024-12-04T15:01:56.949+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [58, 'frozen breads doughs', datetime.datetime(2024, 12, 4, 15, 1, 56, 949776), None, 1]
[2024-12-04T15:01:56.960+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [59, 'canned meals beans', datetime.datetime(2024, 12, 4, 15, 1, 56, 960228), None, 1]
[2024-12-04T15:01:56.965+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [60, 'trash bags liners', datetime.datetime(2024, 12, 4, 15, 1, 56, 965045), None, 1]
[2024-12-04T15:01:56.976+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [61, 'cookies cakes', datetime.datetime(2024, 12, 4, 15, 1, 56, 976868), None, 1]
[2024-12-04T15:01:56.986+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [62, 'white wines', datetime.datetime(2024, 12, 4, 15, 1, 56, 986305), None, 1]
[2024-12-04T15:01:56.993+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [63, 'grains rice dried goods', datetime.datetime(2024, 12, 4, 15, 1, 56, 993222), None, 1]
[2024-12-04T15:01:56.998+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [64, 'energy sports drinks', datetime.datetime(2024, 12, 4, 15, 1, 56, 998491), None, 1]
[2024-12-04T15:01:57.008+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [65, 'protein meal replacements', datetime.datetime(2024, 12, 4, 15, 1, 57, 7955), None, 1]
[2024-12-04T15:01:57.012+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [66, 'asian foods', datetime.datetime(2024, 12, 4, 15, 1, 57, 12501), None, 1]
[2024-12-04T15:01:57.020+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [67, 'fresh dips tapenades', datetime.datetime(2024, 12, 4, 15, 1, 57, 20108), None, 1]
[2024-12-04T15:01:57.028+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [68, 'bulk grains rice dried goods', datetime.datetime(2024, 12, 4, 15, 1, 57, 27944), None, 1]
[2024-12-04T15:01:57.031+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [69, 'soup broth bouillon', datetime.datetime(2024, 12, 4, 15, 1, 57, 31452), None, 1]
[2024-12-04T15:01:57.035+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [70, 'digestion', datetime.datetime(2024, 12, 4, 15, 1, 57, 35350), None, 1]
[2024-12-04T15:01:57.041+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [71, 'refrigerated pudding desserts', datetime.datetime(2024, 12, 4, 15, 1, 57, 40987), None, 1]
[2024-12-04T15:01:57.051+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [72, 'condiments', datetime.datetime(2024, 12, 4, 15, 1, 57, 51751), None, 1]
[2024-12-04T15:01:57.059+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [73, 'facial care', datetime.datetime(2024, 12, 4, 15, 1, 57, 58978), None, 1]
[2024-12-04T15:01:57.065+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [74, 'dish detergents', datetime.datetime(2024, 12, 4, 15, 1, 57, 64981), None, 1]
[2024-12-04T15:01:57.070+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [75, 'laundry', datetime.datetime(2024, 12, 4, 15, 1, 57, 70819), None, 1]
[2024-12-04T15:01:57.078+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [76, 'indian foods', datetime.datetime(2024, 12, 4, 15, 1, 57, 78586), None, 1]
[2024-12-04T15:01:57.084+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [77, 'soft drinks', datetime.datetime(2024, 12, 4, 15, 1, 57, 84507), None, 1]
[2024-12-04T15:01:57.098+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [78, 'crackers', datetime.datetime(2024, 12, 4, 15, 1, 57, 98200), None, 1]
[2024-12-04T15:01:57.107+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [79, 'frozen pizza', datetime.datetime(2024, 12, 4, 15, 1, 57, 107382), None, 1]
[2024-12-04T15:01:57.112+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [80, 'deodorants', datetime.datetime(2024, 12, 4, 15, 1, 57, 112280), None, 1]
[2024-12-04T15:01:57.116+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [81, 'canned jarred vegetables', datetime.datetime(2024, 12, 4, 15, 1, 57, 116780), None, 1]
[2024-12-04T15:01:57.125+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [82, 'baby accessories', datetime.datetime(2024, 12, 4, 15, 1, 57, 125390), None, 1]
[2024-12-04T15:01:57.128+0000] {logging_mixin.py:190} INFO - Inserting into dim_aisle: Columns: ['aisle_id', 'aisle', 'valid_from', 'valid_to', 'is_current'] Values: [83, 'fresh vegetables', datetime.datetime(2024, 12, 4, 15, 1, 57, 128194), None, 1]
