[2024-12-11T10:59:25.527+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-12-11T10:59:25.562+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: instacart_pl.etl_dim_aisle manual__2024-12-11T10:59:22.292652+00:00 [queued]>
[2024-12-11T10:59:25.579+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: instacart_pl.etl_dim_aisle manual__2024-12-11T10:59:22.292652+00:00 [queued]>
[2024-12-11T10:59:25.581+0000] {taskinstance.py:2866} INFO - Starting attempt 1 of 1
[2024-12-11T10:59:25.619+0000] {taskinstance.py:2889} INFO - Executing <Task(PythonOperator): etl_dim_aisle> on 2024-12-11 10:59:22.292652+00:00
[2024-12-11T10:59:25.645+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=1676) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2024-12-11T10:59:25.648+0000] {standard_task_runner.py:72} INFO - Started process 1684 to run task
[2024-12-11T10:59:25.642+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'instacart_pl', 'etl_dim_aisle', 'manual__2024-12-11T10:59:22.292652+00:00', '--job-id', '122', '--raw', '--subdir', 'DAGS_FOLDER/test_etl_dag.py', '--cfg-path', '/tmp/tmp32phanmm']
[2024-12-11T10:59:25.657+0000] {standard_task_runner.py:105} INFO - Job 122: Subtask etl_dim_aisle
[2024-12-11T10:59:25.807+0000] {task_command.py:467} INFO - Running <TaskInstance: instacart_pl.etl_dim_aisle manual__2024-12-11T10:59:22.292652+00:00 [running]> on host 751be410a86b
[2024-12-11T10:59:25.998+0000] {taskinstance.py:3132} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='instacart_pl' AIRFLOW_CTX_TASK_ID='etl_dim_aisle' AIRFLOW_CTX_EXECUTION_DATE='2024-12-11T10:59:22.292652+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-12-11T10:59:22.292652+00:00'
[2024-12-11T10:59:26.000+0000] {taskinstance.py:731} INFO - ::endgroup::
[2024-12-11T10:59:26.032+0000] {base.py:84} INFO - Retrieving connection 'mssql_default'
[2024-12-11T10:59:26.099+0000] {logging_mixin.py:190} INFO - Initial DataFrame from /opt/***/data/aisles.csv/aisles.csv:
   aisle_id                       aisle
0         1       prepared soups salads
1         2           specialty cheeses
2         3         energy granola bars
3         4               instant foods
4         5  marinades meat preparation
[2024-12-11T10:59:26.101+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=1, Name=prepared soups salads, FK Values={}
[2024-12-11T10:59:26.242+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=70, Name=digestion, FK Values={}
[2024-12-11T10:59:26.244+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=71, Name=refrigerated pudding desserts, FK Values={}
[2024-12-11T10:59:26.245+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=72, Name=condiments, FK Values={}
[2024-12-11T10:59:26.247+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=73, Name=facial care, FK Values={}
[2024-12-11T10:59:26.248+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=74, Name=dish detergents, FK Values={}
[2024-12-11T10:59:26.249+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=75, Name=laundry, FK Values={}
[2024-12-11T10:59:26.250+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=76, Name=indian foods, FK Values={}
[2024-12-11T10:59:26.252+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=77, Name=soft drinks, FK Values={}
[2024-12-11T10:59:26.255+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=78, Name=crackers, FK Values={}
[2024-12-11T10:59:26.257+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=79, Name=frozen pizza, FK Values={}
[2024-12-11T10:59:26.259+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=80, Name=deodorants, FK Values={}
[2024-12-11T10:59:26.260+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=81, Name=canned jarred vegetables, FK Values={}
[2024-12-11T10:59:26.261+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=82, Name=baby accessories, FK Values={}
[2024-12-11T10:59:26.262+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=83, Name=fresh vegetables, FK Values={}
[2024-12-11T10:59:26.264+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=84, Name=milk, FK Values={}
[2024-12-11T10:59:26.265+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=85, Name=food storage, FK Values={}
[2024-12-11T10:59:26.266+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=86, Name=eggs, FK Values={}
[2024-12-11T10:59:26.267+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=87, Name=more household, FK Values={}
[2024-12-11T10:59:26.269+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=88, Name=spreads, FK Values={}
[2024-12-11T10:59:26.272+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=89, Name=salad dressing toppings, FK Values={}
[2024-12-11T10:59:26.275+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=90, Name=cocoa drink mixes, FK Values={}
[2024-12-11T10:59:26.277+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=91, Name=soy lactosefree, FK Values={}
[2024-12-11T10:59:26.279+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=92, Name=baby food formula, FK Values={}
[2024-12-11T10:59:26.280+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=93, Name=breakfast bakery, FK Values={}
[2024-12-11T10:59:26.281+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=94, Name=tea, FK Values={}
[2024-12-11T10:59:26.283+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=95, Name=canned meat seafood, FK Values={}
[2024-12-11T10:59:26.284+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=96, Name=lunch meat, FK Values={}
[2024-12-11T10:59:26.288+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=97, Name=baking supplies decor, FK Values={}
[2024-12-11T10:59:26.291+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=98, Name=juice nectars, FK Values={}
[2024-12-11T10:59:26.293+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=99, Name=canned fruit applesauce, FK Values={}
[2024-12-11T10:59:26.295+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=100, Name=missing, FK Values={}
[2024-12-11T10:59:26.297+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=101, Name=air fresheners candles, FK Values={}
[2024-12-11T10:59:26.299+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=102, Name=baby bath body care, FK Values={}
[2024-12-11T10:59:26.301+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=103, Name=ice cream toppings, FK Values={}
[2024-12-11T10:59:26.302+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=104, Name=spices seasonings, FK Values={}
[2024-12-11T10:59:26.305+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=105, Name=doughs gelatins bake mixes, FK Values={}
[2024-12-11T10:59:26.307+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=106, Name=hot dogs bacon sausage, FK Values={}
[2024-12-11T10:59:26.309+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=107, Name=chips pretzels, FK Values={}
[2024-12-11T10:59:26.310+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=108, Name=other creams cheeses, FK Values={}
[2024-12-11T10:59:26.312+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=109, Name=skin care, FK Values={}
[2024-12-11T10:59:26.313+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=110, Name=pickled goods olives, FK Values={}
[2024-12-11T10:59:26.314+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=111, Name=plates bowls cups flatware, FK Values={}
[2024-12-11T10:59:26.316+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=112, Name=bread, FK Values={}
[2024-12-11T10:59:26.318+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=113, Name=frozen juice, FK Values={}
[2024-12-11T10:59:26.321+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=114, Name=cleaning products, FK Values={}
[2024-12-11T10:59:26.323+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=115, Name=water seltzer sparkling water, FK Values={}
[2024-12-11T10:59:26.325+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=116, Name=frozen produce, FK Values={}
[2024-12-11T10:59:26.327+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=117, Name=nuts seeds dried fruit, FK Values={}
[2024-12-11T10:59:26.328+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=118, Name=first aid, FK Values={}
[2024-12-11T10:59:26.330+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=119, Name=frozen dessert, FK Values={}
[2024-12-11T10:59:26.331+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=120, Name=yogurt, FK Values={}
[2024-12-11T10:59:26.333+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=121, Name=cereal, FK Values={}
[2024-12-11T10:59:26.334+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=122, Name=meat counter, FK Values={}
[2024-12-11T10:59:26.337+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=123, Name=packaged vegetables fruits, FK Values={}
[2024-12-11T10:59:26.340+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=124, Name=spirits, FK Values={}
[2024-12-11T10:59:26.342+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=125, Name=trail mix snack mix, FK Values={}
[2024-12-11T10:59:26.345+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=126, Name=feminine care, FK Values={}
[2024-12-11T10:59:26.347+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=127, Name=body lotions soap, FK Values={}
[2024-12-11T10:59:26.349+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=128, Name=tortillas flat bread, FK Values={}
[2024-12-11T10:59:26.351+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=129, Name=frozen appetizers sides, FK Values={}
[2024-12-11T10:59:26.355+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=130, Name=hot cereal pancake mixes, FK Values={}
[2024-12-11T10:59:26.357+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=131, Name=dry pasta, FK Values={}
[2024-12-11T10:59:26.358+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=132, Name=beauty, FK Values={}
[2024-12-11T10:59:26.360+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=133, Name=muscles joints pain relief, FK Values={}
[2024-12-11T10:59:26.361+0000] {logging_mixin.py:190} INFO - Preparing to handle row: ID=134, Name=specialty wines champagnes, FK Values={}
[2024-12-11T10:59:26.364+0000] {python.py:240} INFO - Done. Returned value was: None
[2024-12-11T10:59:26.374+0000] {taskinstance.py:340} INFO - ::group::Post task execution logs
[2024-12-11T10:59:26.375+0000] {taskinstance.py:352} INFO - Marking task as SUCCESS. dag_id=instacart_pl, task_id=etl_dim_aisle, run_id=manual__2024-12-11T10:59:22.292652+00:00, execution_date=20241211T105922, start_date=20241211T105925, end_date=20241211T105926
[2024-12-11T10:59:26.438+0000] {local_task_job_runner.py:266} INFO - Task exited with return code 0
[2024-12-11T10:59:26.473+0000] {taskinstance.py:3895} INFO - 1 downstream tasks scheduled from follow-on schedule check
[2024-12-11T10:59:26.479+0000] {local_task_job_runner.py:245} INFO - ::endgroup::
